
=== attempt 1/600, success 0/200, seed=3000 ===
bimanual task: left tray push + right block place
tray start: [-0.04515761  0.14809546  0.018     ]
tray goal: [0.09473986 0.14809546 0.018     ]
block start: [-0.02140322 -0.13022647  0.025     ]
left approach waypoint: [-0.20315761  0.14809546  0.143     ]
left contact waypoint: [-0.20315761  0.14809546  0.043     ]
phase=tray_approach | L err=0.248 xy=0.167 z=0.183 | tray goal=0.140 | R err=0.299 grip=0.008 | block xy=0.249 z=0.301 | lift=0.000 speed=0.020 | tray_xy=0.279
phase=lift | L err=0.053 xy=0.030 z=0.044 | tray goal=0.054 | R err=0.145 grip=0.032 | block xy=0.019 z=0.011 | lift=0.018 speed=0.042 | tray_xy=0.317
phase=lift | L err=0.053 xy=0.030 z=0.043 | tray goal=0.054 | R err=0.137 grip=0.032 | block xy=0.019 z=0.011 | lift=0.026 speed=0.046 | tray_xy=0.318
phase=lift | L err=0.052 xy=0.030 z=0.043 | tray goal=0.054 | R err=0.128 grip=0.032 | block xy=0.019 z=0.011 | lift=0.036 speed=0.052 | tray_xy=0.318
phase=lift | L err=0.052 xy=0.030 z=0.043 | tray goal=0.054 | R err=0.117 grip=0.032 | block xy=0.019 z=0.010 | lift=0.047 speed=0.064 | tray_xy=0.319
phase=lift | L err=0.052 xy=0.030 z=0.043 | tray goal=0.054 | R err=0.104 grip=0.032 | block xy=0.019 z=0.010 | lift=0.060 speed=0.071 | tray_xy=0.321
phase=lift | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.093 grip=0.032 | block xy=0.020 z=0.009 | lift=0.072 speed=0.052 | tray_xy=0.322
phase=lift | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.089 grip=0.032 | block xy=0.020 z=0.009 | lift=0.076 speed=0.025 | tray_xy=0.323
phase=lift | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.086 grip=0.031 | block xy=0.020 z=0.009 | lift=0.078 speed=0.008 | tray_xy=0.324
phase=lift | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.085 grip=0.031 | block xy=0.020 z=0.009 | lift=0.079 speed=0.003 | tray_xy=0.324
phase=lift | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.084 grip=0.031 | block xy=0.020 z=0.009 | lift=0.079 speed=0.002 | tray_xy=0.324
phase=lift | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.084 grip=0.031 | block xy=0.020 z=0.009 | lift=0.080 speed=0.001 | tray_xy=0.324
phase=lift | L err=0.052 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.084 grip=0.031 | block xy=0.020 z=0.009 | lift=0.080 speed=0.001 | tray_xy=0.324
phase transition: lift -> place_above
phase=place_above | L err=0.052 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.309 grip=0.031 | block xy=0.019 z=0.011 | lift=0.062 speed=0.359 | tray_xy=0.306
phase=place_above | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.287 grip=0.031 | block xy=0.017 z=0.014 | lift=0.023 speed=0.339 | tray_xy=0.266
phase=place_above | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.277 grip=0.031 | block xy=0.016 z=0.015 | lift=0.005 speed=0.126 | tray_xy=0.243
phase=place_above | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.259 grip=0.031 | block xy=0.016 z=0.015 | lift=0.010 speed=0.123 | tray_xy=0.223
phase=place_above | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.234 grip=0.031 | block xy=0.016 z=0.015 | lift=0.024 speed=0.155 | tray_xy=0.200
phase=place_above | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.201 grip=0.031 | block xy=0.017 z=0.014 | lift=0.048 speed=0.201 | tray_xy=0.175
phase=place_above | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.173 grip=0.031 | block xy=0.018 z=0.013 | lift=0.069 speed=0.160 | tray_xy=0.153
phase=place_above | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.154 grip=0.031 | block xy=0.019 z=0.012 | lift=0.078 speed=0.151 | tray_xy=0.137
phase=place_above | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.127 grip=0.031 | block xy=0.019 z=0.011 | lift=0.088 speed=0.133 | tray_xy=0.111
phase=place_above | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.104 grip=0.031 | block xy=0.019 z=0.011 | lift=0.090 speed=0.128 | tray_xy=0.085
phase transition: place_above -> place_down
phase=place_down | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.075 grip=0.031 | block xy=0.019 z=0.012 | lift=0.080 speed=0.241 | tray_xy=0.059
phase transition: place_down -> release
phase=release | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.052 grip=0.033 | block xy=0.019 z=0.013 | lift=0.045 speed=0.308 | tray_xy=0.042
phase=release | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.049 grip=0.036 | block xy=0.016 z=0.021 | lift=0.014 speed=0.048 | tray_xy=0.033
phase=release | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.046 grip=0.037 | block xy=0.014 z=0.017 | lift=0.015 speed=0.009 | tray_xy=0.029
phase=release | L err=0.051 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.045 grip=0.037 | block xy=0.013 z=0.015 | lift=0.015 speed=0.005 | tray_xy=0.027
phase=release | L err=0.051 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.045 grip=0.037 | block xy=0.013 z=0.014 | lift=0.015 speed=0.004 | tray_xy=0.026
phase=release | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.044 grip=0.037 | block xy=0.012 z=0.014 | lift=0.015 speed=0.003 | tray_xy=0.026
phase=release | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.044 grip=0.037 | block xy=0.012 z=0.013 | lift=0.015 speed=0.003 | tray_xy=0.025
phase=release | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.044 grip=0.037 | block xy=0.012 z=0.013 | lift=0.015 speed=0.002 | tray_xy=0.025
phase=release | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.044 grip=0.037 | block xy=0.012 z=0.012 | lift=0.015 speed=0.002 | tray_xy=0.024
phase=release | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.044 grip=0.037 | block xy=0.012 z=0.012 | lift=0.015 speed=0.002 | tray_xy=0.024
phase=release | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.044 grip=0.037 | block xy=0.012 z=0.012 | lift=0.015 speed=0.001 | tray_xy=0.024
phase=release | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.044 grip=0.037 | block xy=0.012 z=0.012 | lift=0.015 speed=0.001 | tray_xy=0.024
phase transition: release -> retreat
phase=retreat | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.126 grip=0.037 | block xy=0.014 z=0.015 | lift=0.016 speed=0.028 | tray_xy=0.023
phase=retreat | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.113 grip=0.037 | block xy=0.016 z=0.027 | lift=0.018 speed=0.005 | tray_xy=0.021
phase transition: retreat -> done
finished: tray_ok=True, block_ok=True, success=True
saved demonstration: demonstrations_lr_train_resume1\episode_0090.npz
kept successful episode: demonstrations_lr_train_resume1\episode_0090.npz

=== attempt 98/600, success 91/200, seed=3097 ===
bimanual task: left tray push + right block place
tray start: [-0.04884352  0.16342803  0.018     ]
tray goal: [0.10711578 0.16342803 0.018     ]
block start: [-0.00049333 -0.13277069  0.025     ]
left approach waypoint: [-0.20684352  0.16342803  0.143     ]
left contact waypoint: [-0.20684352  0.16342803  0.043     ]
phase=tray_approach | L err=0.259 xy=0.183 z=0.183 | tray goal=0.156 | R err=0.285 grip=0.008 | block xy=0.232 z=0.301 | lift=0.000 speed=0.020 | tray_xy=0.300
phase=tray_approach | L err=0.255 xy=0.181 z=0.179 | tray goal=0.156 | R err=0.284 grip=0.008 | block xy=0.232 z=0.301 | lift=-0.002 speed=0.003 | tray_xy=0.300
phase=tray_approach | L err=0.194 xy=0.164 z=0.103 | tray goal=0.156 | R err=0.279 grip=0.008 | block xy=0.232 z=0.290 | lift=-0.001 speed=0.000 | tray_xy=0.300
phase=tray_approach | L err=0.155 xy=0.147 z=0.046 | tray goal=0.156 | R err=0.278 grip=0.008 | block xy=0.232 z=0.289 | lift=-0.001 speed=0.000 | tray_xy=0.300
phase=tray_approach | L err=0.133 xy=0.132 z=0.021 | tray goal=0.156 | R err=0.278 grip=0.008 | block xy=0.232 z=0.289 | lift=-0.001 speed=0.000 | tray_xy=0.300
phase=tray_approach | L err=0.124 xy=0.123 z=0.011 | tray goal=0.156 | R err=0.278 grip=0.008 | block xy=0.232 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.300
phase=tray_approach | L err=0.107 xy=0.107 z=0.007 | tray goal=0.156 | R err=0.278 grip=0.008 | block xy=0.232 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.300
phase=tray_approach | L err=0.093 xy=0.090 z=0.024 | tray goal=0.156 | R err=0.277 grip=0.008 | block xy=0.232 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.300
phase=tray_approach | L err=0.079 xy=0.074 z=0.029 | tray goal=0.156 | R err=0.277 grip=0.008 | block xy=0.232 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.300
phase=tray_approach | L err=0.066 xy=0.058 z=0.031 | tray goal=0.156 | R err=0.277 grip=0.008 | block xy=0.232 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.300
phase transition: tray_approach -> tray_contact
phase=tray_contact | L err=0.081 xy=0.044 z=0.068 | tray goal=0.156 | R err=0.277 grip=0.008 | block xy=0.232 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.300
phase=tray_contact | L err=0.060 xy=0.030 z=0.052 | tray goal=0.156 | R err=0.277 grip=0.008 | block xy=0.232 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.300
phase transition: tray_contact -> tray_push
phase=tray_push | L err=0.163 xy=0.160 z=0.033 | tray goal=0.150 | R err=0.277 grip=0.008 | block xy=0.232 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.301
phase=tray_push | L err=0.126 xy=0.122 z=0.032 | tray goal=0.113 | R err=0.277 grip=0.008 | block xy=0.232 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_push | L err=0.092 xy=0.086 z=0.032 | tray goal=0.081 | R err=0.277 grip=0.008 | block xy=0.232 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.323
phase=tray_push | L err=0.060 xy=0.052 z=0.031 | tray goal=0.055 | R err=0.277 grip=0.008 | block xy=0.232 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.340
phase transition: tray_push -> tray_retreat
phase=tray_retreat | L err=0.084 xy=0.003 z=0.084 | tray goal=0.054 | R err=0.277 grip=0.008 | block xy=0.232 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=tray_retreat | L err=0.096 xy=0.023 z=0.094 | tray goal=0.054 | R err=0.277 grip=0.008 | block xy=0.232 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=tray_retreat | L err=0.095 xy=0.033 z=0.089 | tray goal=0.054 | R err=0.277 grip=0.008 | block xy=0.232 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=tray_retreat | L err=0.084 xy=0.033 z=0.078 | tray goal=0.054 | R err=0.277 grip=0.008 | block xy=0.232 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=tray_retreat | L err=0.070 xy=0.031 z=0.063 | tray goal=0.054 | R err=0.277 grip=0.008 | block xy=0.232 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase transition: tray_retreat -> right_above
phase=right_above | L err=0.059 xy=0.030 z=0.051 | tray goal=0.054 | R err=0.262 grip=0.008 | block xy=0.221 z=0.278 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=right_above | L err=0.056 xy=0.030 z=0.048 | tray goal=0.054 | R err=0.236 grip=0.008 | block xy=0.200 z=0.262 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=right_above | L err=0.056 xy=0.030 z=0.047 | tray goal=0.054 | R err=0.222 grip=0.008 | block xy=0.189 z=0.252 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=right_above | L err=0.056 xy=0.030 z=0.047 | tray goal=0.054 | R err=0.196 grip=0.008 | block xy=0.170 z=0.235 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=right_above | L err=0.056 xy=0.031 z=0.047 | tray goal=0.054 | R err=0.172 grip=0.008 | block xy=0.153 z=0.216 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=right_above | L err=0.056 xy=0.031 z=0.047 | tray goal=0.054 | R err=0.148 grip=0.008 | block xy=0.136 z=0.195 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=right_above | L err=0.056 xy=0.031 z=0.047 | tray goal=0.054 | R err=0.125 grip=0.008 | block xy=0.120 z=0.171 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=right_above | L err=0.056 xy=0.031 z=0.047 | tray goal=0.054 | R err=0.106 grip=0.008 | block xy=0.105 z=0.143 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=right_above | L err=0.056 xy=0.031 z=0.047 | tray goal=0.054 | R err=0.095 grip=0.008 | block xy=0.092 z=0.112 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=right_above | L err=0.056 xy=0.031 z=0.047 | tray goal=0.054 | R err=0.099 grip=0.008 | block xy=0.080 z=0.078 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=right_above | L err=0.056 xy=0.031 z=0.047 | tray goal=0.054 | R err=0.096 grip=0.008 | block xy=0.068 z=0.068 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=right_above | L err=0.056 xy=0.031 z=0.047 | tray goal=0.054 | R err=0.082 grip=0.008 | block xy=0.054 z=0.074 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=right_above | L err=0.056 xy=0.031 z=0.047 | tray goal=0.054 | R err=0.074 grip=0.008 | block xy=0.046 z=0.078 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=right_above | L err=0.056 xy=0.031 z=0.046 | tray goal=0.054 | R err=0.063 grip=0.008 | block xy=0.036 z=0.084 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase transition: right_above -> open_above
phase=open_above | L err=0.056 xy=0.031 z=0.046 | tray goal=0.054 | R err=0.059 grip=0.032 | block xy=0.032 z=0.086 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=open_above | L err=0.055 xy=0.031 z=0.046 | tray goal=0.054 | R err=0.058 grip=0.036 | block xy=0.030 z=0.086 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase=open_above | L err=0.055 xy=0.031 z=0.046 | tray goal=0.054 | R err=0.058 grip=0.037 | block xy=0.030 z=0.086 | lift=-0.001 speed=0.000 | tray_xy=0.341
phase transition: open_above -> descend
phase=descend | L err=0.055 xy=0.031 z=0.046 | tray goal=0.054 | R err=0.053 grip=0.037 | block xy=0.026 z=0.052 | lift=-0.001 speed=0.033 | tray_xy=0.341
phase transition: descend -> close
phase=close | L err=0.055 xy=0.031 z=0.046 | tray goal=0.054 | R err=0.024 grip=0.034 | block xy=0.023 z=0.018 | lift=-0.002 speed=0.007 | tray_xy=0.341
phase=close | L err=0.055 xy=0.031 z=0.045 | tray goal=0.054 | R err=0.021 grip=0.033 | block xy=0.021 z=0.016 | lift=-0.002 speed=0.004 | tray_xy=0.342
phase=close | L err=0.055 xy=0.031 z=0.045 | tray goal=0.054 | R err=0.020 grip=0.033 | block xy=0.021 z=0.015 | lift=-0.002 speed=0.003 | tray_xy=0.342
phase=close | L err=0.055 xy=0.031 z=0.045 | tray goal=0.054 | R err=0.019 grip=0.033 | block xy=0.020 z=0.014 | lift=-0.002 speed=0.003 | tray_xy=0.342
phase=close | L err=0.054 xy=0.031 z=0.045 | tray goal=0.054 | R err=0.018 grip=0.033 | block xy=0.020 z=0.014 | lift=-0.002 speed=0.003 | tray_xy=0.342
phase=close | L err=0.054 xy=0.031 z=0.045 | tray goal=0.054 | R err=0.017 grip=0.033 | block xy=0.019 z=0.013 | lift=-0.002 speed=0.002 | tray_xy=0.342
phase=close | L err=0.054 xy=0.030 z=0.045 | tray goal=0.054 | R err=0.016 grip=0.033 | block xy=0.019 z=0.012 | lift=-0.002 speed=0.002 | tray_xy=0.342
phase=close | L err=0.054 xy=0.030 z=0.045 | tray goal=0.054 | R err=0.015 grip=0.033 | block xy=0.019 z=0.012 | lift=-0.002 speed=0.002 | tray_xy=0.342
phase=close | L err=0.054 xy=0.030 z=0.045 | tray goal=0.054 | R err=0.015 grip=0.033 | block xy=0.019 z=0.012 | lift=-0.002 speed=0.002 | tray_xy=0.342
phase transition: close -> lift
phase=lift | L err=0.054 xy=0.030 z=0.044 | tray goal=0.054 | R err=0.156 grip=0.032 | block xy=0.018 z=0.011 | lift=-0.001 speed=0.044 | tray_xy=0.342
phase=lift | L err=0.054 xy=0.030 z=0.044 | tray goal=0.054 | R err=0.157 grip=0.032 | block xy=0.018 z=0.011 | lift=-0.001 speed=0.079 | tray_xy=0.337
phase=lift | L err=0.054 xy=0.030 z=0.044 | tray goal=0.054 | R err=0.158 grip=0.032 | block xy=0.018 z=0.011 | lift=-0.001 speed=0.055 | tray_xy=0.333
phase=lift | L err=0.053 xy=0.030 z=0.044 | tray goal=0.054 | R err=0.160 grip=0.032 | block xy=0.018 z=0.012 | lift=-0.001 speed=0.043 | tray_xy=0.330
phase=lift | L err=0.053 xy=0.030 z=0.044 | tray goal=0.054 | R err=0.160 grip=0.032 | block xy=0.018 z=0.012 | lift=0.000 speed=0.032 | tray_xy=0.328
phase=lift | L err=0.053 xy=0.030 z=0.044 | tray goal=0.054 | R err=0.159 grip=0.032 | block xy=0.018 z=0.012 | lift=0.002 speed=0.029 | tray_xy=0.328
phase=lift | L err=0.053 xy=0.030 z=0.044 | tray goal=0.054 | R err=0.155 grip=0.032 | block xy=0.018 z=0.012 | lift=0.007 speed=0.039 | tray_xy=0.328
phase=lift | L err=0.053 xy=0.030 z=0.044 | tray goal=0.054 | R err=0.149 grip=0.032 | block xy=0.018 z=0.012 | lift=0.013 speed=0.042 | tray_xy=0.328
phase=lift | L err=0.053 xy=0.030 z=0.044 | tray goal=0.054 | R err=0.143 grip=0.032 | block xy=0.018 z=0.012 | lift=0.020 speed=0.046 | tray_xy=0.328
phase=lift | L err=0.053 xy=0.030 z=0.043 | tray goal=0.054 | R err=0.135 grip=0.032 | block xy=0.018 z=0.011 | lift=0.028 speed=0.049 | tray_xy=0.329
phase=lift | L err=0.053 xy=0.030 z=0.043 | tray goal=0.054 | R err=0.129 grip=0.032 | block xy=0.018 z=0.011 | lift=0.034 speed=0.052 | tray_xy=0.329
phase=lift | L err=0.053 xy=0.030 z=0.043 | tray goal=0.054 | R err=0.124 grip=0.032 | block xy=0.018 z=0.011 | lift=0.040 speed=0.059 | tray_xy=0.329
phase=lift | L err=0.053 xy=0.030 z=0.043 | tray goal=0.054 | R err=0.111 grip=0.032 | block xy=0.019 z=0.011 | lift=0.053 speed=0.071 | tray_xy=0.331
phase=lift | L err=0.052 xy=0.030 z=0.043 | tray goal=0.054 | R err=0.098 grip=0.032 | block xy=0.019 z=0.010 | lift=0.067 speed=0.076 | tray_xy=0.332
phase=lift | L err=0.052 xy=0.030 z=0.043 | tray goal=0.054 | R err=0.087 grip=0.032 | block xy=0.019 z=0.010 | lift=0.077 speed=0.029 | tray_xy=0.333
phase=lift | L err=0.052 xy=0.030 z=0.043 | tray goal=0.054 | R err=0.084 grip=0.031 | block xy=0.019 z=0.010 | lift=0.080 speed=0.008 | tray_xy=0.334
phase transition: lift -> place_above
phase=place_above | L err=0.052 xy=0.030 z=0.043 | tray goal=0.054 | R err=0.320 grip=0.031 | block xy=0.019 z=0.011 | lift=0.062 speed=0.356 | tray_xy=0.316
phase=place_above | L err=0.052 xy=0.030 z=0.043 | tray goal=0.054 | R err=0.300 grip=0.031 | block xy=0.017 z=0.014 | lift=0.024 speed=0.331 | tray_xy=0.279
phase=place_above | L err=0.052 xy=0.030 z=0.043 | tray goal=0.054 | R err=0.286 grip=0.031 | block xy=0.016 z=0.015 | lift=0.009 speed=0.132 | tray_xy=0.255
phase=place_above | L err=0.052 xy=0.030 z=0.042 | tray goal=0.054 | R err=0.264 grip=0.031 | block xy=0.016 z=0.015 | lift=0.018 speed=0.128 | tray_xy=0.234
phase=place_above | L err=0.052 xy=0.030 z=0.042 | tray goal=0.054 | R err=0.236 grip=0.031 | block xy=0.017 z=0.014 | lift=0.037 speed=0.185 | tray_xy=0.210
phase=place_above | L err=0.052 xy=0.030 z=0.042 | tray goal=0.054 | R err=0.203 grip=0.031 | block xy=0.018 z=0.013 | lift=0.063 speed=0.173 | tray_xy=0.185
phase=place_above | L err=0.052 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.183 grip=0.031 | block xy=0.019 z=0.013 | lift=0.074 speed=0.159 | tray_xy=0.167
phase=place_above | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.159 grip=0.031 | block xy=0.019 z=0.012 | lift=0.085 speed=0.142 | tray_xy=0.146
phase=place_above | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.134 grip=0.031 | block xy=0.019 z=0.012 | lift=0.089 speed=0.131 | tray_xy=0.120
phase=place_above | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.112 grip=0.031 | block xy=0.019 z=0.012 | lift=0.089 speed=0.130 | tray_xy=0.094
phase transition: place_above -> place_down
phase=place_down | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.087 grip=0.031 | block xy=0.020 z=0.011 | lift=0.088 speed=0.146 | tray_xy=0.068
phase transition: place_down -> release
phase=release | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.053 grip=0.032 | block xy=0.019 z=0.013 | lift=0.045 speed=0.312 | tray_xy=0.043
phase=release | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.046 grip=0.036 | block xy=0.013 z=0.021 | lift=0.015 speed=0.033 | tray_xy=0.032
phase=release | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.044 grip=0.037 | block xy=0.011 z=0.017 | lift=0.015 speed=0.008 | tray_xy=0.029
phase=release | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.043 grip=0.037 | block xy=0.011 z=0.016 | lift=0.015 speed=0.006 | tray_xy=0.028
phase=release | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.043 grip=0.037 | block xy=0.011 z=0.015 | lift=0.015 speed=0.005 | tray_xy=0.027
phase=release | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.043 grip=0.037 | block xy=0.010 z=0.015 | lift=0.015 speed=0.004 | tray_xy=0.027
phase=release | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.043 grip=0.037 | block xy=0.010 z=0.014 | lift=0.015 speed=0.003 | tray_xy=0.026
phase=release | L err=0.051 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.043 grip=0.037 | block xy=0.010 z=0.014 | lift=0.015 speed=0.003 | tray_xy=0.026
phase=release | L err=0.051 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.042 grip=0.037 | block xy=0.010 z=0.014 | lift=0.015 speed=0.002 | tray_xy=0.026
phase=release | L err=0.051 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.042 grip=0.037 | block xy=0.010 z=0.013 | lift=0.015 speed=0.002 | tray_xy=0.026
phase=release | L err=0.051 xy=0.029 z=0.041 | tray goal=0.055 | R err=0.042 grip=0.037 | block xy=0.010 z=0.013 | lift=0.015 speed=0.002 | tray_xy=0.025
phase=release | L err=0.051 xy=0.029 z=0.041 | tray goal=0.055 | R err=0.042 grip=0.037 | block xy=0.010 z=0.013 | lift=0.015 speed=0.002 | tray_xy=0.025
phase=release | L err=0.051 xy=0.029 z=0.041 | tray goal=0.055 | R err=0.042 grip=0.037 | block xy=0.010 z=0.013 | lift=0.015 speed=0.002 | tray_xy=0.025
phase=release | L err=0.050 xy=0.029 z=0.041 | tray goal=0.055 | R err=0.042 grip=0.037 | block xy=0.010 z=0.013 | lift=0.015 speed=0.001 | tray_xy=0.025
phase=release | L err=0.050 xy=0.029 z=0.041 | tray goal=0.055 | R err=0.042 grip=0.037 | block xy=0.010 z=0.013 | lift=0.015 speed=0.001 | tray_xy=0.025
phase transition: release -> retreat
phase=retreat | L err=0.050 xy=0.029 z=0.041 | tray goal=0.055 | R err=0.128 grip=0.037 | block xy=0.010 z=0.013 | lift=0.015 speed=0.006 | tray_xy=0.025
phase=retreat | L err=0.050 xy=0.029 z=0.041 | tray goal=0.055 | R err=0.126 grip=0.037 | block xy=0.011 z=0.014 | lift=0.015 speed=0.042 | tray_xy=0.024
phase=retreat | L err=0.050 xy=0.029 z=0.041 | tray goal=0.055 | R err=0.116 grip=0.037 | block xy=0.013 z=0.023 | lift=0.018 speed=0.010 | tray_xy=0.023
phase=retreat | L err=0.050 xy=0.029 z=0.041 | tray goal=0.055 | R err=0.102 grip=0.037 | block xy=0.013 z=0.038 | lift=0.018 speed=0.006 | tray_xy=0.023
phase transition: retreat -> done
finished: tray_ok=True, block_ok=True, success=True
saved demonstration: demonstrations_lr_train_resume1\episode_0091.npz
kept successful episode: demonstrations_lr_train_resume1\episode_0091.npz

=== attempt 99/600, success 92/200, seed=3098 ===
bimanual task: left tray push + right block place
tray start: [-0.04851731  0.14788719  0.018     ]
tray goal: [0.08605402 0.14788719 0.018     ]
block start: [-0.01611756 -0.13113226  0.025     ]
left approach waypoint: [-0.20651731  0.14788719  0.143     ]
left contact waypoint: [-0.20651731  0.14788719  0.043     ]
phase=tray_approach | L err=0.248 xy=0.167 z=0.183 | tray goal=0.135 | R err=0.296 grip=0.008 | block xy=0.245 z=0.301 | lift=0.000 speed=0.020 | tray_xy=0.281
phase=tray_approach | L err=0.248 xy=0.167 z=0.183 | tray goal=0.135 | R err=0.296 grip=0.008 | block xy=0.245 z=0.301 | lift=-0.000 speed=0.039 | tray_xy=0.281
phase=tray_approach | L err=0.181 xy=0.149 z=0.103 | tray goal=0.135 | R err=0.290 grip=0.008 | block xy=0.245 z=0.290 | lift=-0.001 speed=0.000 | tray_xy=0.281
phase=tray_approach | L err=0.140 xy=0.132 z=0.045 | tray goal=0.135 | R err=0.289 grip=0.008 | block xy=0.245 z=0.289 | lift=-0.001 speed=0.000 | tray_xy=0.281
phase=tray_approach | L err=0.118 xy=0.117 z=0.019 | tray goal=0.135 | R err=0.289 grip=0.008 | block xy=0.245 z=0.289 | lift=-0.001 speed=0.000 | tray_xy=0.281
phase=tray_approach | L err=0.101 xy=0.101 z=0.002 | tray goal=0.135 | R err=0.289 grip=0.008 | block xy=0.245 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.281
phase=tray_approach | L err=0.087 xy=0.085 z=0.020 | tray goal=0.135 | R err=0.288 grip=0.008 | block xy=0.245 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.281
phase=tray_approach | L err=0.075 xy=0.069 z=0.028 | tray goal=0.135 | R err=0.288 grip=0.008 | block xy=0.245 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.281
